gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,No,No,-1.1986748752749172,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4890064175345232,-0.9800725729110354,No
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6947354235375064,-0.9694848266550294,Yes
Male,No,No,0.7976372672895247,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),-0.05145946736153569,0.4672502824802914,No
Male,Yes,Yes,-1.117192747006981,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4856826095572444,-0.9697495203114296,No
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,1.141787596481476,2.26701274136842,No
Male,Yes,Yes,1.5717174858349205,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.8509543984696,1.9343589886875296,No
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5655731135844955,2.5533009885698834,No
Male,Yes,Yes,0.5531908824857155,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.3261398266478726,-0.4890217246793549,No
Male,Yes,Yes,1.2457889727631748,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6216116480373775,1.3903914669805189,No
Male,No,No,-0.09866614365777576,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6482021118556061,0.06851134691816362,No
Male,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6381115753512057,-0.9871751860244395,No
Female,No,No,-0.8320052980692034,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,-0.10464039499799307,-0.692416741818171,Yes
Male,No,No,-0.6690410415333305,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,-0.3306593374529367,-0.60312674839252,No
Male,No,No,-1.157933811140949,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.024988116115871636,-0.9026496784139911,No
Male,Yes,No,0.7568962031555565,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.8492924944809603,1.0284449496580121,No
Male,Yes,No,1.3272711010311113,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4757111856254088,-0.38329866675219443,No
Male,No,No,-0.6690410415333305,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.3241308340709442,-0.49091869588355597,No
Male,No,No,-1.2394159394088855,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4906683215231624,-0.9862487582270391,No
Female,Yes,Yes,1.3680121651650794,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.31415941013910853,1.1363958458598737,No
Male,No,No,0.5531908824857155,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.4575493543229414,1.1557846561911846,No
Female,No,No,-0.017184015389839363,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4874636261184484,0.5843992832420584,No
Male,Yes,No,1.6124585499688886,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7263115993216531,1.681223621950185,No
Male,Yes,Yes,0.22726236941396985,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.5385164486054129,0.3536305304705266,No
Male,No,Yes,0.7568962031555565,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),-0.5633258958624375,0.03240272062424303,No
Male,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.6536540249823777,2.6569726706599424,No
Female,Yes,No,1.3272711010311113,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1.3445398830954693,1.9865698124124593,Yes
Male,Yes,Yes,-0.954228490471108,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1582875237953039,-0.8974660943094882,Yes
Female,Yes,Yes,-0.954228490471108,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.006707172240839519,-0.7147833557839839,Yes
Male,No,Yes,1.3680121651650794,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.470725473659491,-0.40859896874310897,No
Female,No,No,0.4717087542177791,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.495773146061645,1.1368811175632743,No
Male,No,No,0.7161551390215882,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.1562785312183758,0.5006678566008105,No
Female,No,No,-0.7097821056672988,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5300878160896517,-0.7287459461590918,No
Male,No,No,-0.9949695546050762,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.3145064987273976,-0.925104523598604,No
Female,No,No,1.3680121651650794,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2647684916407833,2.0705438749054075,No
Female,No,No,1.0013425879593656,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.75622587111716,1.1476894418662804,No
Female,No,No,-1.0357106187390444,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.45708315316208753,-0.7765893245534191,No
Male,Yes,Yes,-0.9134874263371398,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-1.0053923568404892,-0.8473287042263596,No
Female,No,No,1.2050479086292067,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,0.9057972300946963,1.5319143419358,No
Male,Yes,Yes,0.30874449768190626,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.6731306716851955,0.4730735429210948,No
Female,No,No,-0.5060767849974578,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4989778414663588,-0.8277634314574484,No
Female,No,No,-1.0357106187390444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4890064175345232,-0.9465888253764163,Yes
Female,Yes,No,-0.3023714643276168,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0088352773903326,0.04958575048555276,No
Male,Yes,No,-0.3838535925955532,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.6465402078669669,-0.13905259530895497,No
Female,Yes,No,1.3680121651650794,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),1.3229351312431585,2.0011500213191677,No
Female,No,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.557263593641299,2.497009470975451,No
Male,Yes,No,0.6754140748876201,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),0.8393210705491246,0.9987551445317951,Yes
Male,Yes,Yes,0.43096769008381086,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5273493218457916,1.0608037491529303,Yes
Female,Yes,No,0.5531908824857155,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.32567362548701884,0.08410621484107249,No
Male,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8326734545945673,1.887971425403403,No
Male,No,No,-0.9134874263371398,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.477373089614048,-0.9295160845386065,No
Female,No,No,0.30874449768190626,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),-0.34063076138477255,-0.020778646507487435,No
Female,Yes,Yes,1.3272711010311113,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.352849403038666,2.0744701641420096,Yes
Male,No,No,-0.057925079523807564,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.1517590204133117,0.36465943282053287,No
Female,Yes,No,1.449494293433016,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.20281184290027615,1.159380078357287,No
Male,Yes,Yes,0.9606015238253974,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3212732272545193,1.5490532561877093,Yes
Male,Yes,No,-0.9134874263371398,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6797782876397527,-0.6299710967124355,Yes
Male,Yes,Yes,1.449494293433016,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3095207867614798,-0.2925308004116426,No
Female,Yes,Yes,0.43096769008381086,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,-0.2874498337483152,0.09528952182397904,Yes
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8227020306627317,-0.9677863756931283,Yes
Female,No,No,0.6754140748876201,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.8326734545945673,0.8840325022870295,No
Female,Yes,Yes,-0.7097821056672988,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.3145064987273976,-0.8331014201948514,No
Male,Yes,No,-0.5060767849974578,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9888924295266609,-0.16924972994327214,Yes
Male,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6347877673739271,-0.9871310704150396,Yes
Male,Yes,Yes,0.7161551390215882,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.16126424318429386,0.5112335450521166,No
Female,No,No,-1.2394159394088855,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.8210401266740925,-0.9360451947298103,Yes
Male,No,No,-0.34311252846158496,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.1728975711047687,-0.24294485544601432,No
Female,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.15794043520701498,-0.9092229042145948,Yes
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.32579273805958336,-0.9743816592984322,Yes
Male,Yes,Yes,0.10503917701206525,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4856826095572444,-0.7182023155124858,No
Female,No,No,-0.6282999773993624,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.3294636346251512,-0.7976324702372312,No
Female,No,No,-0.9949695546050762,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.5006397454549982,-0.9348099576666095,Yes
Male,No,No,-0.9134874263371398,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.007173373401693,-0.6256477669912329,No
Male,Yes,Yes,1.449494293433016,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7994353748217815,1.6981860737644947,No
Male,Yes,No,0.5124498183517473,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.465392673105284,0.5797671442550557,No
Male,Yes,Yes,-1.2394159394088855,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.493992129500441,-0.9914544001362419,Yes
Male,Yes,No,0.18652130528000166,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.477373089614048,-0.6995193549315751,No
Female,No,No,-1.157933811140949,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.3477445785001834,-0.9649188610821267,Yes
Female,No,No,-0.9134874263371398,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6497449032716808,-0.8181682864129429,No
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.487344513545884,-0.9984467242261459,No
Male,Yes,Yes,1.3272711010311113,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.15794043520701498,0.9598892926503727,No
Female,Yes,Yes,1.0013425879593656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.505625457420916,-0.49219804855615673,No
Female,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.33077845002550144,-0.902252637929391,No
Female,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.16126424318429386,-0.9432580968667144,Yes
Male,No,No,0.6754140748876201,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.1499780038521075,-0.3662479837190848,No
Female,No,No,-1.157933811140949,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6364496713625665,-0.9230090321521027,Yes
Female,Yes,No,1.5309764217009523,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),-0.2326070021232186,0.7746699065843672,No
Female,Yes,Yes,0.8383783314234928,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.493992129500441,-0.548732202002289,No
Male,Yes,Yes,0.8383783314234928,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3045350747955617,-0.4178632467171143,No
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3407498739573371,-0.974183139056132,Yes
Male,No,No,-0.4245946567295214,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.3278017306365117,-0.7896254871311266,No
Male,No,No,0.7976372672895247,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.520116392157816,0.118053176274392,Yes
Male,No,No,1.3272711010311113,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.514054089936677,2.189391326629075,No
Female,No,No,0.6346730107536519,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3377731545683478,-0.4761620245392475,No
Female,No,No,-1.2394159394088855,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-1.0004066448745712,-0.9798299370593353,Yes
Male,No,No,-1.1986748752749172,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1.4342826984819912,-0.868945352832372,No
Male,Yes,No,0.5124498183517473,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5518116805145274,0.6584473336200006,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5052783688326271,-0.9719994163908308,Yes
Female,Yes,Yes,1.1643068444952385,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.2992022742413548,1.0291066837990126,No
Male,No,No,-1.1986748752749172,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.013235675622831794,-0.9209797141197016,No
Female,No,No,0.30874449768190626,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2946827634362907,0.8404462801998045,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.20945945885483294,-0.9759257056274331,No
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.49518783232822666,-0.9852782148202384,No
Male,No,No,0.7568962031555565,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.3361112505797081,-0.4486118264689317,No
Male,No,No,-1.2394159394088855,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5167925841805374,-0.9671025837474281,Yes
Male,No,No,0.7976372672895247,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,-1.153301811829386,-0.29111910091084175,No
Male,No,No,0.7568962031555565,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6182878400600991,0.8232632503384948,No
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4740492816367694,-0.9982702617885459,No
Male,Yes,Yes,-0.057925079523807564,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.34739748991189434,0.02699855847273994,No
Male,No,Yes,0.5939319466196836,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.470725473659491,-0.5603787228838957,No
Female,No,No,-1.1986748752749172,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.34241177794597627,-0.8878709492649827,Yes
Female,No,No,-0.4245946567295214,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.487344513545884,-0.8233298127127459,No
Female,Yes,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4674016656822124,-0.9981820305697457,No
